status_account,month_duration,credit_history,status_savings,years_employment,payment_to_income_ratio,residence_since,age,other_installment_plans,housing,n_credits,job,n_guarantors,telephone,is_foreign_worker,target,sex,marital_status,age_group,loan_burden,risk_combo,financial_health,employment_stability,has_collateral,credit_amount_log,loan_to_income_proxy,purpose_risk,total_credit_exposure
no_checking,12,delayed_past,high,Expert,4,4,55,none,for free,2,skilled,2,no,yes,0,male,single,adults,129.58333333333334,3,3.8,2.4000000000000004,1,7.349873704738337,518.3333333333334,medium_risk,8
negative,24,current_paid,unknown,Senior,4,4,32,none,rent,1,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,53.541666666666664,6,1.0,2.4000000000000004,1,7.1592919047975645,214.16666666666666,medium_risk,4
high_balance,6,critical_other,very_low,Mid-Level,1,1,74,none,own,3,unemployed,2,no,no,1,male,single,adults,216.5,3,3.2,1.2,0,7.170119543449628,216.5,medium_risk,3
high_balance,15,critical_other,unknown,Mid-Level,3,4,39,none,for free,2,skilled,1,yes,yes,0,male,single,adults,84.73333333333333,3,2.8,2.4000000000000004,1,7.148345743900068,254.2,low_risk,6
no_checking,24,current_paid,very_low,Mid-Level,2,2,31,none,own,1,skilled,1,yes,yes,1,male,single,mid_young,58.041666666666664,3,2.6,2.4000000000000004,0,7.2399325913204695,116.08333333333333,medium_risk,2
negative,12,critical_other,very_low,Expert,4,3,35,none,own,2,skilled,1,no,yes,0,male,single,adults,57.583333333333336,5,1.4,2.4000000000000004,1,6.539585955617669,230.33333333333334,medium_risk,8
no_checking,15,critical_other,unknown,Expert,1,4,59,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,adults,336.3333333333333,2,2.2,2.4000000000000004,1,8.526351129201004,336.3333333333333,medium_risk,1
negative,18,critical_other,very_low,Mid-Level,4,4,24,none,rent,2,skilled,1,no,yes,0,female,divorced/separated/married,young,118.0,5,1.4,2.4000000000000004,0,7.661527081358517,472.0,medium_risk,8
negative,12,current_paid,very_low,Mid-Level,4,3,24,none,own,1,unskilled,1,no,yes,1,male,single,young,184.5,6,1.4,1.6,1,7.703007682479236,738.0,low_risk,4
no_checking,21,critical_other,unknown,Expert,4,4,30,none,for free,1,management,1,yes,yes,0,male,single,mid_young,603.8095238095239,2,2.2,2.8,1,9.447860089234899,2415.2380952380954,medium_risk,4
no_checking,24,critical_other,low,Senior,4,3,27,none,own,2,skilled,1,yes,yes,1,male,married/widowed,mid_young,102.625,2,3.0,2.4000000000000004,1,7.80954132465341,410.5,medium_risk,8
low_balance,12,current_paid,very_low,Expert,3,3,40,bank,own,2,unskilled,1,no,yes,1,male,married/widowed,adults,96.25,5,2.0,1.6,0,7.052721049232323,288.75,low_risk,6
negative,30,current_paid,very_low,Junior,2,4,31,none,own,1,unskilled,1,no,yes,0,male,divorced/separated,mid_young,103.6,6,1.4,1.6,1,8.042056410058754,207.2,medium_risk,2
no_checking,10,current_paid,unknown,Junior,1,4,31,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,290.1,3,2.2,2.4000000000000004,0,7.973155433444133,290.1,low_risk,1
low_balance,12,critical_other,very_low,Expert,1,4,28,none,rent,3,skilled,1,yes,yes,1,male,single,mid_young,301.4166666666667,4,2.0,2.4000000000000004,1,8.193676665955241,301.4166666666667,medium_risk,3
no_checking,12,critical_other,very_low,Expert,2,4,63,none,own,2,unskilled,1,yes,yes,1,male,single,adults,137.91666666666666,2,2.6,1.6,0,7.412160334945205,275.8333333333333,low_risk,4
negative,24,current_paid,unknown,Expert,2,4,26,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,117.16666666666667,6,1.0,2.4000000000000004,0,7.9420068084898565,234.33333333333334,low_risk,2
negative,36,critical_other,very_low,Mid-Level,3,2,25,none,own,2,management,1,yes,yes,0,female,divorced/separated/married,mid_young,224.02777777777777,5,1.4,2.8,1,8.995412975433313,672.0833333333333,high_risk,6
no_checking,21,critical_other,very_low,Expert,1,4,36,none,own,1,management,1,yes,yes,1,male,single,adults,155.95238095238096,2,2.6,2.8,1,8.09437844497296,155.95238095238096,low_risk,1
no_checking,24,critical_other,low,Expert,4,4,52,bank,own,2,skilled,1,no,yes,1,male,single,adults,92.625,2,3.0,2.4000000000000004,1,7.707062655370473,370.5,low_risk,8
high_balance,12,critical_other,medium,unemployed,2,4,66,bank,for free,3,unemployed,1,no,yes,1,male,single,adults,123.33333333333333,3,4.0,0.0,1,7.300472814267799,246.66666666666666,medium_risk,6
negative,24,current_paid,unknown,Mid-Level,4,4,25,none,rent,1,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,57.125,6,1.0,2.4000000000000004,0,7.22402480828583,228.5,medium_risk,4
no_checking,36,critical_other,very_low,Senior,4,4,37,none,own,2,skilled,1,yes,yes,1,male,single,adults,98.19444444444444,2,2.6,2.4000000000000004,1,8.170751423757533,392.77777777777777,medium_risk,8
negative,18,current_paid,very_low,Senior,4,1,25,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,194.94444444444446,6,1.4,2.4000000000000004,0,8.163371316459912,779.7777777777778,low_risk,4
no_checking,36,critical_other,high,Expert,4,2,38,none,own,2,management,1,yes,yes,1,male,single,adults,158.63888888888889,2,3.8,2.8,1,8.65032450401942,634.5555555555555,low_risk,8
low_balance,18,current_paid,very_low,unemployed,2,4,67,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,adults,215.11111111111111,5,2.0,2.0999999999999996,1,8.261784679514752,430.22222222222223,medium_risk,2
low_balance,39,critical_other,very_low,Senior,2,2,25,none,own,2,skilled,1,no,yes,0,male,single,mid_young,126.48717948717949,4,2.0,2.4000000000000004,0,8.503905297089302,252.97435897435898,low_risk,4
no_checking,24,critical_other,high,Expert,4,4,60,none,own,1,skilled,1,yes,yes,1,male,single,adults,80.83333333333333,2,3.8,2.4000000000000004,0,7.57095858316901,323.3333333333333,medium_risk,4
low_balance,12,no_credits,very_low,Mid-Level,2,2,31,none,own,1,unskilled,1,yes,yes,1,male,single,mid_young,117.5,8,2.0,1.6,0,7.2520539518528135,235.0,low_risk,2
low_balance,12,current_paid,low,Junior,4,2,23,bank,own,1,unskilled,1,no,yes,0,female,divorced/separated/married,young,69.66666666666667,5,2.4,1.6,1,6.729824070489475,278.6666666666667,medium_risk,4
low_balance,20,current_paid,unknown,unemployed,1,4,60,none,own,1,management,1,yes,yes,1,male,divorced/separated,adults,323.4,5,1.6,2.8,0,8.774776816043985,323.4,low_risk,1
low_balance,18,current_paid,high,Mid-Level,4,2,35,none,own,1,unskilled,1,yes,yes,1,male,single,adults,107.83333333333333,5,3.2,1.6,1,7.571473648851271,431.3333333333333,high_risk,4
no_checking,22,current_paid,medium,Expert,3,4,40,none,own,1,skilled,1,no,yes,1,male,single,adults,121.5909090909091,3,3.4,2.4000000000000004,1,7.892078421248119,364.77272727272725,low_risk,3
no_checking,48,critical_other,unknown,Expert,4,3,38,none,own,2,skilled,2,yes,yes,1,male,single,adults,57.3125,2,2.2,2.4000000000000004,1,7.920083199053234,229.25,low_risk,8
low_balance,48,delayed_past,very_low,Expert,4,4,50,none,for free,1,skilled,1,no,yes,0,male,single,adults,129.66666666666666,5,2.0,2.4000000000000004,1,8.736328721332908,518.6666666666666,high_risk,4
negative,40,critical_other,very_low,Mid-Level,4,3,27,bank,own,1,skilled,1,yes,yes,0,male,single,mid_young,149.95,5,1.4,2.4000000000000004,1,8.699348067653093,599.8,high_risk,4
low_balance,21,current_paid,very_low,Expert,2,4,39,none,own,1,skilled,2,no,yes,0,female,divorced/separated/married,adults,56.57142857142857,5,2.0,2.4000000000000004,1,7.080867896690782,113.14285714285714,high_risk,2
no_checking,24,current_paid,unknown,Expert,3,4,41,none,own,1,management,2,yes,yes,1,male,single,adults,263.0416666666667,3,2.2,2.8,1,8.750524669117937,789.125,low_risk,3
no_checking,6,critical_other,unknown,Mid-Level,1,2,27,none,own,2,skilled,1,no,yes,1,male,married/widowed,mid_young,203.5,2,2.2,2.4000000000000004,1,7.108244139731541,203.5,medium_risk,2
high_balance,24,current_paid,very_low,Expert,3,4,51,none,for free,1,skilled,1,no,yes,1,male,divorced/separated,adults,120.5,4,3.2,2.4000000000000004,1,7.970049304976135,361.5,medium_risk,3
no_checking,24,current_paid,medium,Expert,4,3,32,none,rent,1,skilled,1,yes,yes,1,male,single,mid_young,127.58333333333333,3,3.4,2.4000000000000004,1,8.027150106832774,510.3333333333333,medium_risk,4
no_checking,9,current_paid,low,Junior,2,4,22,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,young,255.66666666666666,3,3.0,2.4000000000000004,1,7.741533589281828,511.3333333333333,medium_risk,2
negative,18,current_paid,unknown,Expert,1,4,51,none,for free,1,skilled,2,yes,yes,0,male,single,adults,417.27777777777777,6,1.0,2.4000000000000004,1,8.9242570208881,417.27777777777777,low_risk,1
no_checking,12,critical_other,very_low,Junior,2,4,22,none,rent,2,unskilled,1,no,yes,1,female,divorced/separated/married,young,104.83333333333333,2,2.6,1.6,1,7.138073034044347,209.66666666666666,medium_risk,4
no_checking,24,delayed_past,unknown,Expert,4,4,54,none,own,2,skilled,1,yes,yes,1,male,married/widowed,adults,29.875,3,2.2,2.4000000000000004,1,6.576469569048224,119.5,medium_risk,8
low_balance,9,current_paid,unknown,Junior,4,2,35,none,own,1,unemployed,1,no,yes,1,male,single,adults,172.11111111111111,5,1.6,1.2,0,7.346010209913293,688.4444444444445,medium_risk,4
no_checking,24,critical_other,very_low,Expert,4,4,54,none,for free,2,skilled,2,no,yes,1,male,single,adults,66.54166666666667,2,2.6,2.4000000000000004,1,7.37650812632622,266.1666666666667,high_risk,8
low_balance,18,critical_other,very_low,Expert,3,4,48,bank,rent,2,unskilled,1,yes,yes,1,female,divorced/separated/married,adults,99.72222222222223,4,2.0,1.6,0,7.493317248862145,299.1666666666667,low_risk,6
negative,20,critical_other,very_low,Expert,1,4,24,none,own,2,skilled,1,no,yes,1,female,divorced/separated/married,young,213.6,5,1.4,2.4000000000000004,1,8.360071435644025,213.6,medium_risk,2
no_checking,12,critical_other,unknown,Expert,4,4,35,none,own,2,skilled,1,no,yes,1,male,single,adults,81.33333333333333,2,2.2,2.4000000000000004,1,6.884486652042782,325.3333333333333,low_risk,8
low_balance,12,current_paid,unknown,unemployed,1,2,24,none,rent,1,unemployed,1,no,yes,1,female,divorced/separated/married,young,622.6666666666666,5,1.6,0.0,0,8.91905180393029,622.6666666666666,medium_risk,1
negative,36,current_paid,very_low,Senior,2,1,24,none,own,1,skilled,1,yes,yes,0,male,single,young,257.52777777777777,6,1.4,2.4000000000000004,1,9.134754385019587,515.0555555555555,medium_risk,2
low_balance,6,current_paid,very_low,Junior,3,3,26,none,own,1,unskilled,1,no,no,1,male,married/widowed,mid_young,98.33333333333333,5,2.0,1.6,0,6.3818160174060985,295.0,low_risk,3
no_checking,12,critical_other,unknown,Expert,4,4,65,none,own,4,skilled,1,no,yes,1,male,single,adults,77.5,2,2.2,2.4000000000000004,0,6.836259277277067,310.0,low_risk,16
low_balance,42,all_paid_here,very_low,unemployed,1,2,55,bank,for free,1,management,1,yes,yes,1,male,single,adults,221.02380952380952,7,2.0,2.8,1,9.136047767394327,221.02380952380952,low_risk,1
low_balance,15,no_credits,very_low,Junior,2,1,26,none,rent,2,unemployed,1,no,yes,0,female,divorced/separated/married,mid_young,118.53333333333333,8,2.0,1.2,0,7.483806687665835,237.06666666666666,medium_risk,4
low_balance,8,current_paid,very_low,Junior,3,2,26,none,own,1,skilled,1,yes,yes,1,male,married/widowed,mid_young,113.375,5,2.0,2.4000000000000004,0,6.811244378601294,340.125,high_risk,3
low_balance,6,current_paid,very_low,Senior,3,3,28,bank,own,1,unskilled,1,no,yes,1,male,married/widowed,mid_young,80.66666666666667,5,2.0,1.6,0,6.184148890937483,242.0,low_risk,3
negative,36,critical_other,very_low,Senior,4,4,24,none,own,2,skilled,1,yes,yes,0,male,single,young,267.47222222222223,5,1.4,2.4000000000000004,1,9.172638504792172,1069.888888888889,low_risk,8
negative,48,current_paid,very_low,Mid-Level,3,4,54,none,own,1,skilled,1,no,yes,0,male,single,adults,63.5625,6,1.4,2.4000000000000004,1,8.023552392404348,190.6875,medium_risk,3
negative,48,current_paid,very_low,Senior,4,4,46,none,for free,1,skilled,2,no,yes,0,male,single,adults,81.89583333333333,6,1.4,2.4000000000000004,1,8.276903481267057,327.5833333333333,medium_risk,4
low_balance,36,delayed_past,very_low,Mid-Level,2,2,54,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,adults,206.44444444444446,5,2.0,2.4000000000000004,1,8.913684824725294,412.8888888888889,medium_risk,2
no_checking,6,current_paid,medium,Mid-Level,1,4,62,none,own,1,skilled,1,no,yes,1,male,divorced/separated,adults,223.0,3,3.4,2.4000000000000004,0,7.199678345691172,223.0,medium_risk,1
no_checking,6,critical_other,very_low,Senior,1,2,24,none,rent,2,skilled,1,yes,yes,1,female,divorced/separated/married,young,259.0,2,2.6,2.4000000000000004,1,7.349230824613334,259.0,low_risk,2
negative,36,current_paid,very_low,unemployed,2,3,43,none,own,1,management,1,no,yes,1,male,divorced/separated,adults,440.47222222222223,6,1.4,2.8,1,9.671429383832344,880.9444444444445,medium_risk,2
negative,18,current_paid,very_low,Mid-Level,4,3,26,bank,own,1,skilled,1,no,yes,0,male,married/widowed,mid_young,74.72222222222223,6,1.4,2.4000000000000004,0,7.204892510204673,298.8888888888889,low_risk,4
no_checking,12,current_paid,very_low,Mid-Level,3,2,27,none,own,2,skilled,1,yes,yes,1,male,married/widowed,mid_young,91.75,3,2.6,2.4000000000000004,0,7.00488198971286,275.25,medium_risk,6
high_balance,12,current_paid,very_low,Mid-Level,3,1,24,none,own,1,skilled,1,no,yes,1,male,married/widowed,young,251.33333333333334,4,3.2,2.4000000000000004,1,8.012018239159062,754.0,low_risk,3
negative,36,current_paid,very_low,Expert,2,2,41,bank,own,1,skilled,2,no,yes,0,male,single,adults,75.33333333333333,6,1.4,2.4000000000000004,1,7.905810312658931,150.66666666666666,medium_risk,2
negative,8,critical_other,very_low,Expert,4,4,47,none,own,2,unskilled,1,no,yes,1,male,single,adults,91.375,5,1.4,1.6,0,6.595780513961311,365.5,medium_risk,8
no_checking,18,critical_other,very_low,Junior,3,2,35,none,own,2,management,1,yes,yes,1,male,divorced/separated,adults,210.0,2,2.6,2.8,1,8.237743803890933,630.0,medium_risk,6
negative,21,critical_other,very_low,Expert,4,3,30,none,own,2,skilled,1,yes,yes,1,male,married/widowed,mid_young,76.28571428571429,5,1.4,2.4000000000000004,1,7.3796321526095525,305.14285714285717,medium_risk,8
negative,18,critical_other,very_low,Expert,1,4,33,bank,rent,3,skilled,1,yes,yes,0,female,divorced/separated/married,mid_young,220.33333333333334,5,1.4,2.4000000000000004,0,8.28576542051433,220.33333333333334,medium_risk,3
no_checking,18,no_credits,very_low,Mid-Level,2,2,36,stores,own,2,skilled,2,no,yes,0,male,single,adults,231.38888888888889,6,2.6,2.4000000000000004,1,8.334711621820917,462.77777777777777,high_risk,4
negative,36,current_paid,unknown,Expert,3,4,47,none,for free,1,skilled,1,no,yes,0,male,single,adults,231.52777777777777,6,1.0,2.4000000000000004,1,9.028338763993148,694.5833333333333,low_risk,3
low_balance,48,delayed_past,unknown,Mid-Level,4,4,38,none,for free,1,skilled,2,yes,yes,1,male,single,adults,139.1875,5,1.6,2.4000000000000004,1,8.807172622916703,556.75,high_risk,4
no_checking,24,delayed_past,medium,Mid-Level,4,2,44,none,own,2,skilled,2,yes,yes,1,male,single,adults,98.95833333333333,3,3.4,2.4000000000000004,1,7.773173680482536,395.8333333333333,high_risk,8
negative,18,current_paid,very_low,Junior,4,3,23,none,rent,1,skilled,1,yes,yes,0,female,divorced/separated/married,young,67.55555555555556,6,1.4,2.4000000000000004,1,7.104144092987527,270.22222222222223,medium_risk,4
negative,45,no_credits,very_low,Expert,2,4,29,none,rent,2,skilled,1,no,yes,0,male,single,mid_young,262.5777777777778,9,1.4,2.4000000000000004,1,9.377294451639015,525.1555555555556,high_risk,4
low_balance,24,current_paid,unknown,Expert,2,4,42,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,adults,211.83333333333334,5,1.6,2.4000000000000004,1,8.53405030848266,423.6666666666667,low_risk,2
high_balance,15,current_paid,very_low,Junior,2,3,25,none,own,1,unskilled,1,no,yes,0,female,divorced/separated/married,mid_young,155.13333333333333,4,3.2,1.6,0,7.752764808851328,310.26666666666665,low_risk,2
negative,12,no_credits,very_low,Mid-Level,4,4,48,bank,own,2,skilled,1,no,yes,0,male,single,adults,90.16666666666667,9,1.4,2.4000000000000004,1,6.9874902470009905,360.6666666666667,medium_risk,8
no_checking,12,current_paid,unknown,Mid-Level,4,2,21,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,young,73.83333333333333,3,2.2,2.4000000000000004,1,6.787844982309579,295.3333333333333,low_risk,4
no_checking,4,current_paid,very_low,Junior,1,3,23,none,rent,1,unskilled,2,no,yes,1,female,divorced/separated/married,young,150.25,3,2.6,1.6,0,6.400257445308821,150.25,medium_risk,1
negative,24,critical_other,very_low,Expert,4,4,63,none,own,2,skilled,1,yes,yes,1,male,single,adults,123.20833333333333,5,1.4,2.4000000000000004,1,7.992268643270745,492.8333333333333,low_risk,8
no_checking,24,critical_other,very_low,Expert,4,3,46,none,own,2,skilled,1,no,yes,1,male,married/widowed,adults,108.79166666666667,2,2.6,2.4000000000000004,0,7.867871490396322,435.1666666666667,low_risk,8
negative,36,current_paid,very_low,Senior,4,2,29,none,own,1,skilled,1,no,yes,0,male,single,mid_young,143.86111111111111,6,1.4,2.4000000000000004,1,8.55256033525353,575.4444444444445,medium_risk,4
no_checking,21,delayed_past,very_low,Mid-Level,3,2,28,stores,own,2,unskilled,1,no,yes,1,male,single,mid_young,142.52380952380952,3,2.6,1.6,0,8.004365564979574,427.57142857142856,low_risk,6
no_checking,18,current_paid,very_low,Junior,4,4,23,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,young,107.94444444444444,3,2.6,2.4000000000000004,0,7.572502985020384,431.77777777777777,medium_risk,4
no_checking,24,all_paid_here,very_low,Senior,4,4,50,bank,own,1,skilled,1,yes,yes,1,male,single,adults,64.95833333333333,5,2.6,2.4000000000000004,1,7.352441100243583,259.8333333333333,high_risk,4
no_checking,18,current_paid,very_low,Expert,4,4,47,bank,own,3,skilled,2,yes,yes,1,male,single,adults,190.11111111111111,3,2.6,2.4000000000000004,1,8.138272638530186,760.4444444444445,medium_risk,12
low_balance,21,current_paid,unknown,Senior,2,3,35,none,own,1,skilled,1,yes,yes,1,male,single,adults,189.33333333333334,5,1.6,2.4000000000000004,1,8.28828304520769,378.6666666666667,medium_risk,2
no_checking,18,current_paid,unknown,Mid-Level,2,4,68,none,rent,2,skilled,1,no,yes,0,male,single,adults,375.6111111111111,3,2.2,2.4000000000000004,1,8.819073983267831,751.2222222222222,medium_risk,4
no_checking,24,current_paid,very_low,Junior,4,2,28,none,own,1,skilled,1,no,yes,1,male,married/widowed,mid_young,52.041666666666664,3,2.6,2.4000000000000004,0,7.1308988302963465,208.16666666666666,medium_risk,4
negative,9,current_paid,very_low,Senior,3,4,59,none,own,1,skilled,1,no,yes,1,male,single,adults,151.55555555555554,6,1.4,2.4000000000000004,0,7.21890970761906,454.66666666666663,low_risk,3
negative,12,current_paid,very_low,Expert,4,4,57,stores,own,1,unskilled,1,no,yes,0,male,single,adults,59.083333333333336,6,1.4,1.6,0,6.565264970035361,236.33333333333334,low_risk,4
negative,20,critical_other,very_low,Mid-Level,4,2,33,bank,rent,2,skilled,1,no,no,0,male,married/widowed,mid_young,111.75,5,1.4,2.4000000000000004,1,7.71244383427499,447.0,medium_risk,8
no_checking,24,critical_other,unknown,Senior,3,4,43,none,own,2,skilled,1,yes,yes,1,male,single,adults,168.41666666666666,2,2.2,2.4000000000000004,1,8.304742269640771,505.25,low_risk,6
no_checking,15,critical_other,very_low,Mid-Level,4,4,35,none,for free,2,skilled,1,yes,yes,1,male,single,adults,98.06666666666666,2,2.6,2.4000000000000004,1,7.294377299288821,392.26666666666665,low_risk,8
negative,18,all_paid_here,very_low,Senior,4,4,32,none,for free,2,unskilled,2,no,yes,0,male,single,mid_young,80.11111111111111,8,1.4,1.6,1,7.274479558773871,320.44444444444446,medium_risk,8
no_checking,36,delayed_past,very_low,Expert,2,2,45,none,own,2,skilled,2,yes,yes,1,male,single,adults,302.0833333333333,3,2.6,2.4000000000000004,1,9.294313805752362,604.1666666666666,medium_risk,4
no_checking,24,current_paid,low,Junior,4,3,33,none,own,1,skilled,1,yes,yes,1,male,married/widowed,mid_young,61.416666666666664,3,3.0,2.4000000000000004,0,7.29641326877392,245.66666666666666,medium_risk,4
no_checking,10,current_paid,unknown,Senior,4,3,40,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,adults,89.4,3,2.2,2.4000000000000004,1,6.796823718274855,357.6,low_risk,4
no_checking,15,critical_other,very_low,Mid-Level,4,2,28,none,for free,1,skilled,1,yes,yes,1,male,single,mid_young,222.86666666666667,2,2.6,2.4000000000000004,1,8.114922974204593,891.4666666666667,medium_risk,4
negative,15,current_paid,very_low,Mid-Level,3,2,29,none,own,1,skilled,1,yes,yes,0,female,divorced/separated/married,mid_young,263.93333333333334,6,1.4,2.4000000000000004,1,8.283999304248526,791.8,medium_risk,3
no_checking,9,current_paid,low,Mid-Level,1,2,26,none,rent,1,skilled,2,no,no,1,male,single,mid_young,397.44444444444446,3,3.0,2.4000000000000004,0,8.182559264068665,397.44444444444446,medium_risk,1
no_checking,24,critical_other,high,Mid-Level,4,2,27,none,own,2,skilled,1,no,yes,1,male,single,mid_young,241.83333333333334,2,3.8,2.4000000000000004,0,8.666474894131992,967.3333333333334,low_risk,8
no_checking,18,delayed_past,very_low,Mid-Level,4,2,28,none,own,1,skilled,1,yes,yes,0,male,married/widowed,mid_young,120.5,3,2.6,2.4000000000000004,1,7.682482446534506,482.0,high_risk,4
negative,24,current_paid,very_low,Junior,4,4,35,none,own,1,skilled,1,yes,yes,0,female,divorced/separated/married,adults,101.625,6,1.4,2.4000000000000004,0,7.799753318287247,406.5,low_risk,4
no_checking,27,critical_other,high,Junior,4,2,32,stores,own,2,unskilled,2,yes,yes,1,male,single,mid_young,167.62962962962962,2,3.8,1.6,0,8.417814747435958,670.5185185185185,medium_risk,8
no_checking,10,current_paid,very_low,Mid-Level,2,2,25,bank,rent,1,unskilled,1,no,yes,0,male,single,mid_young,221.0,3,2.6,1.6,0,7.701200180857446,442.0,medium_risk,2
no_checking,15,current_paid,medium,Mid-Level,2,4,20,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,young,148.06666666666666,3,3.4,2.4000000000000004,1,7.706162970199575,296.1333333333333,medium_risk,2
negative,18,current_paid,very_low,Junior,4,1,27,stores,own,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,132.72222222222223,6,1.4,2.4000000000000004,1,7.779048644925556,530.8888888888889,low_risk,4
no_checking,12,critical_other,very_low,Expert,2,4,42,stores,own,1,skilled,1,no,yes,1,male,single,adults,277.5833333333333,2,2.6,2.4000000000000004,1,8.111328003286733,555.1666666666666,medium_risk,2
no_checking,36,current_paid,unknown,Expert,3,2,37,none,own,2,skilled,1,no,yes,1,male,single,adults,205.80555555555554,3,2.2,2.4000000000000004,1,8.910585718290132,617.4166666666666,high_risk,6
negative,12,current_paid,very_low,Expert,4,4,24,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,young,54.333333333333336,6,1.4,2.4000000000000004,1,6.481577129276431,217.33333333333334,medium_risk,4
no_checking,36,delayed_past,medium,Senior,2,4,40,none,own,2,skilled,1,yes,yes,1,female,divorced/separated/married,adults,213.27777777777777,3,3.4,2.4000000000000004,1,8.946244609330543,426.55555555555554,medium_risk,4
high_balance,6,critical_other,very_low,Expert,1,4,46,none,own,2,skilled,2,no,no,1,male,single,adults,223.83333333333334,3,3.2,2.4000000000000004,0,7.203405521083095,223.83333333333334,medium_risk,2
negative,24,critical_other,low,Senior,4,1,26,none,own,2,skilled,1,yes,yes,1,male,single,mid_young,57.583333333333336,5,1.8,2.4000000000000004,0,7.232010331664759,230.33333333333334,high_risk,8
no_checking,15,current_paid,unknown,Junior,4,1,24,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,young,58.266666666666666,3,2.2,2.4000000000000004,0,6.774223886357614,233.06666666666666,medium_risk,4
negative,12,current_paid,very_low,Mid-Level,2,2,29,none,own,1,unskilled,2,no,yes,1,male,single,mid_young,299.1666666666667,6,1.4,1.6,1,8.186185994226083,598.3333333333334,medium_risk,2
low_balance,11,critical_other,high,Mid-Level,4,4,40,none,own,2,skilled,1,no,yes,1,female,divorced/separated/married,adults,120.18181818181819,4,3.2,2.4000000000000004,1,7.187657164114956,480.72727272727275,medium_risk,8
negative,18,all_paid_here,very_low,Junior,3,4,36,bank,for free,1,management,1,yes,yes,1,male,single,adults,107.77777777777777,8,1.4,2.8,1,7.57095858316901,323.3333333333333,low_risk,3
no_checking,36,current_paid,very_low,Expert,4,2,28,none,own,1,skilled,1,no,yes,1,male,single,mid_young,99.86111111111111,3,2.6,2.4000000000000004,1,8.18757739559151,399.44444444444446,low_risk,4
negative,9,current_paid,very_low,Junior,3,2,27,none,for free,1,management,1,yes,yes,0,male,single,mid_young,158.0,6,1.4,2.8,1,7.260522598089852,474.0,medium_risk,3
no_checking,30,critical_other,unknown,Senior,2,3,36,none,own,2,skilled,1,no,yes,1,male,single,adults,224.73333333333332,2,2.2,2.4000000000000004,1,8.816260208734581,449.46666666666664,low_risk,4
no_checking,24,current_paid,very_low,Senior,3,3,38,none,own,1,management,1,yes,yes,1,male,single,adults,325.5833333333333,3,2.6,2.8,1,8.963800242855577,976.75,low_risk,3
no_checking,24,current_paid,unknown,Mid-Level,2,4,48,none,for free,1,skilled,1,yes,yes,1,male,divorced/separated,adults,386.5416666666667,3,2.2,2.4000000000000004,1,9.135401285311689,773.0833333333334,low_risk,2
low_balance,30,critical_other,unknown,Expert,4,4,36,none,own,2,skilled,1,no,yes,1,male,single,adults,72.7,4,1.6,2.4000000000000004,0,7.687997166393016,290.8,medium_risk,8
no_checking,18,critical_other,very_low,unemployed,4,4,65,none,own,2,unemployed,1,no,yes,1,female,divorced/separated/married,adults,61.0,2,2.6,0.0,1,7.002155954403621,244.0,low_risk,8
low_balance,24,current_paid,very_low,Senior,3,3,43,none,own,1,skilled,1,yes,yes,0,male,divorced/separated,adults,169.04166666666666,5,2.0,2.4000000000000004,1,8.30844552038576,507.125,medium_risk,3
negative,12,current_paid,very_low,Junior,4,4,53,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,adults,66.25,6,1.4,2.4000000000000004,1,6.679599185844383,265.0,high_risk,4
low_balance,24,critical_other,unknown,Senior,4,3,34,none,own,2,skilled,2,yes,yes,1,male,single,mid_young,117.70833333333333,4,1.6,2.4000000000000004,1,7.946617563244473,470.8333333333333,high_risk,8
low_balance,48,current_paid,very_low,Mid-Level,2,2,23,none,own,1,skilled,1,yes,yes,0,male,single,young,326.5,5,2.0,2.4000000000000004,1,9.659694765654068,653.0,high_risk,2
no_checking,36,critical_other,very_low,Expert,4,4,34,none,own,2,management,1,yes,yes,1,male,single,mid_young,183.72222222222223,2,2.6,2.8,1,8.797095076549056,734.8888888888889,medium_risk,8
no_checking,28,all_paid_here,unknown,Junior,3,4,40,bank,rent,2,skilled,2,yes,yes,1,male,single,adults,279.42857142857144,5,2.2,2.4000000000000004,0,8.965079015408355,838.2857142857143,low_risk,6
negative,27,critical_other,very_low,Expert,4,4,43,stores,own,4,management,2,yes,yes,1,male,single,adults,90.44444444444444,5,1.4,2.8,1,7.8009820712577405,361.77777777777777,high_risk,16
